"FoodID","LineNumber","InstructionText"
34325,3,"Management in Food & Nutrition Systems"
34326,1,"Arrange one layer of bread in 12x20 pan.  Cover with shredded cheese, a second layer of bread, and a second layer of cheese.  Combine and pour over bread and cheese.  Let soak for 45 minutes.  Bake for one hour at 350 degrees Fahrenheit.  Top with parsley"
34326,2,"and serve.

Source: Management in Food & Nutrition Systems DPG"
34327,1,"Dice green peppers 3/4 inch.  Get oil very hot.  Sauté peppers with spice blend until crisp but crunchy.  Lightly grease four full steam table pans.  Dust bottoms and sides with cornmeal.  Excess cornmeal should lay on bottom of pan so there is 1/6''"
34327,2,"layer of cornmeal.  Distribute 5 1/2 lbs. cooked peppers per pan.  Distribute 3 lbs. cheese over each pan.  Drain pimentos and dice 1/2 inch.  Whisk eggs, sour cream, salsa and spices.  Pour 3 quarts over each pan of cheese and pepper.  Bake in a 300"
34327,3,"degree Fahrenheit convection oven 50-60 minutes until brown and set.  Let rest 25 minutes before cutting.  Cut into 24 per pan.

Source: Management in Food & Nutrition Systems DPG"
34329,1,"Clean and slice onion into 1/4'' slices.  Clean and mince garlic.  Clean and thin slice celery into 1/8'' slices.  Clean and cut broccoli into 1/2'' flowerettes.  Wash parsley.  Use for parsley sprig garnish.  Melt margarine (I) in food release sprayed"
34329,2,"steam jacketed kettle.  Blend in flour.  Gradually add water (I) stirring constantly.  Bring to boil.  Boil for 5 minutes.  Add salt (I), margarine (II), lemon juice, oregano and basil.  Add onion, garlic, celery, and broccoli.  Return to boil.  Reduce to"
34329,3,"simmer.  Add pimento and almonds to vegetable sauce.  Bring water (II), oil and salt (II) to boil in steam jacketed kettle.  Add pasta.  Stir.  Return to boil.  Boil 3 minutes.  Shut off heat.  Let set 5 minutes.  Drain.  Add pasta to sauce.  Scale 5"
34329,4,"pounds pasta mixture per 12X10X2 ss pan.  Garnish with parsley sprig.  Serve immediately. 

Source:  Management in Food & Nutrition Systems"
34330,1,"Cook spaghetti and hold.  Steam oriental vegetables until tender crisp.  Chop onions, dice peppers.  Mince garlic.  Dice tofu.  Sauté vegetables and tofu in oil in pan or on a grill.  Mix soy and worcestershire sauce.  Toss in spaghetti and vegetables."
34330,2," Heat through.

Source:  Management in Food & Nutrition Systems DPG"
34331,1,"Peel eggs.  Grind eggs in meat grinder with onion and parsley.  Melt butter.  Add flour and salt to make a paste.  Add milk to paste to make a very thick white sauce.  Beat sauce until smooth.  Add egg mixture to white sauce.  Chill.  Mold with #10 scoop."
34331,2," Dip in slightly beaten whole egg, roll in fine bread crumbs.  Fry until golden brown.

Source:  Management in Food & Nutrition Systems DPG"
34332,1,"Thaw broccoli cuts in cooler overnight.  Bring water, salt (I) and oil to boil in food release sprayed steam jacketed kettle.  Add rotini, stirring to separate.  Return to boil.  Boil for 3 minutes.  Shut off heat.  Let set for 3 minutes or until tender."
34332,2," Drain and rinse.  Melt margarine in another food release sprayed steam jacketed kettle.  Add onions and garlic and sauté until tender.  Add tomatoes, tomato juice, ketchup, parsley, vegetarian base, salt, oregano, and basil to onions and garlic.  Bring"
34332,3,"to boil and simmer for about 10 minutes.  Steam broccoli in steamer for about 10 minutes.  Combine rotini, broccoli cuts and sauce.  Transfer to food release sprayed 12X20X2 stainless steel pan.  If 160 degree serve immediately.  If not 160 degree, cover"
34332,4,"with film and steam 5-10 minutes or until 160 degree F.

Source:  Management in Food & Nutrition Systems"
34339,1,"Wash zucchini.  Remove ends.  Cut in half.  Slice into 1/2'' cubes.  Clean and cut cauliflower into 1/2'' flowerettes.  Wash and cut peppers into 1/4'' strips.  Heat olive oil in food release sprayed steam jacketed kettle until bubbling.  Sauté onions and"
34339,2,"garlic until golden.  Add cauliflower.  Sauté 10 minutes.  Add tomato products and seasonings.  Bring to boil.  Simmer 30 minutes.  Add mushrooms and peppers to sauce.  Simmer 15 minutes.  Add zucchini to sauce.  Simmer 5 minutes.  Place vegetable oil,"
34339,3,"salt and water in food release sprayed steam jacketed kettle.  Bring to boil.  Add linguine to water.  Bring to boil.  Boil 5 minutes.  Close lid.  Let set 3 minutes.  Drain.  Pan linguine and sauce into appropriate pans for serving.  Serve"
34339,4,"immediately.

Source:  Management in Food & Nutrition Systems"
34340,1,"Chop eggs.  Mix well with salt, pepper, onion juice, nutmeg and parsley.  Melt margarine and add flour to make a paste.  Add milk to paste to make a thick white sauce.  Add white sauce to above egg mixture.  Use a #10 scoop and shape into cutlets.  Dip"
34340,2,"cutlet in egg wash; then bread crumbs.  Fry until brown.

Source:  Management in Food & Nutrition Systems DPG"
34341,1,"Clean and chop onions and green peppers.  Cut zucchini into 1/2'' cubes.  In steam jacketed kettle sauté onions and green pepper for 5 minutes.  Add crushed tomatoes, tomato paste, sugar, oregano and garlic powder (I).  Bring to a boil.  Add zucchini."
34341,2," Shut off heat.  Bring water, salt and oil to boil in food release sprayed steam jacketed kettle.  Add spaghetti stirring to separate.  Boil 3 minutes.  Shut off heat.  Let set for 7 minutes.  Rinse in cold water.  Drain.  Wash and dry parsley.  Chop"
34341,3,"fine.  Combine cooked spaghetti, sesame seeds, garlic powder(II), onion powder, parsley and vegetarian base.  Form 1.5 pounds spaghetti mixture into a crust in the bottom of a sprayed 12X10X2 stainless steel pan.  Mash tofu and spread over crust.  Spread"
34341,4,"2.6 lbs sauce over tofu.  Cover with film and foil.  Bake at 350F for 20 minutes or 10 170F.  Serve immediately.

Source:  Management in Food & Nutrition Systems DPG"
34342,1,"Mix margarine, brown sugar and cinnamon.  Lightly mix pie filling and frozen apples.  Stir lemon juice into apples.  Add brown sugar mixture.  Mix in cheese.  In a separate bowl, mix oatmeal, brown sugar and flour.  Cut in margarine until blended.  Add"
34342,2,"this to the apple mixture.  Portion into individual bowls.  Bake at 350 degrees Fahrenheit for 45 minutes.

Source:  Management in Food & Nutrition Systems DPG"
34343,1,"Combine first eleven ingredients in mixer bowl.  Scale 6 lbs. into greased 12x10x2'' pan.  Bake uncovered at 325 degrees Fahrenheit for 50-60 minutes or until hot.  Mix onions and tomatoes.  Sprinkle 6 oz. over each pan as it goes to the line.  Sprinkle 1"
34343,2,"oz. cheese over vegetables before it goes to the line.  One pan should yield 12 portions.

Source: Management in Food & Nutrition Systems DPG"
34345,1,"Grease pan using 1 TBSP corn oil per pan.  Weigh 2 lbs. of rice into 12x10x6'' pan.  Mix base with hot water.  Pour 2 qts. of mixture over rice and stir making sure rice is loose from edge of pan.  Steam for 20 minutes.  Do not overcook.  Stir to mix"
34345,2,"before using.  Mince onion into 1/16'' pieces.  Sauté onion in margarine until transparent.  Temper broccoli overnight.  Chop broccoli into 1/2'' pieces.  Add chopped broccoli to onions.  Sauté until broccoli is bright green.  Make sure ingredients are"
34345,3,"well mixed.  Add CHEEZ WHIZ to broccoli and onion mixture.  Stir until completely melted.  Add cooked rice, cream of mushroom soup and milk to the above mixture.  Stir until thoroughly mixed.  Scale 18 lbs. or 2 gal. per 10x20x4'' greased pan.  Grate"
34345,4,"cheese using 3/16'' grater.  Stir 1/2 lb. of grated cheese into each pan.  Make bread crumbs.  Add margarine to bread crumbs and mix well.  Cover top of each pan with 4 oz. (1 cup) of buttered bread crumbs.  Bake until center is bubbly and topping is"
34345,5,"golden brown at 350 degrees Fahrenheit for 45 minutes.  Makes 55 (#8 scoops) servings per pan.

Source:  Management in Food & Nutrition Systems DPG"
34346,1,"Combine rice, hot water and pepper and steam for 20 minutes or until rice is tender.  Add onion,  chilies, garlic powder, beans, jack and cottage cheese to rice.  Mix with flat paddle on #1 speed, just to blend.  Scale 7.0 lbs. per greased 12x10x2'' pan."
34346,2," Bake at 350 degrees Fahrenheit for 1/2 hour or until heated through.  Sprinkle .2 lbs. cheddar cheese over top.  Cut 3x4.  Place in thermotainer.  One portion is one square.

Source:  Management in Food & Nutrition Systems DPG"
34347,1,"Steam carrots one minute in flex seal.  Do not drain.  Combine soup, milk, margarine, salt, pepper, chives and cooked rice in steam jacketed kettle.  Add carrots.  Heat.  Add cheddar cheese.  Stir until melted.  Scale 6.0 lbs. per greased 12x10x2'' pan."
34347,2," Sprinkle 0.3 lbs. processed cheese over top.  Cut 4x3.  Store in thermotainer to melt cheese.  One portion is one square.  Note:  May be heated (covered) in steamer.

Source:  Management in Food & Nutrition Systems DPG"
34349,1,"Pan 30 potatoes per sheet tray (do not oil potatoes).  Bake at 350F for one hour or until done.  Clean and chop parsley.  Sauté onion, garlic and parsley in olive oil for 10 minutes.  Add remaining ingredients (except tofu) to the mixture.  Bring to a"
34349,2,"boil.  Simmer for 30 minutes.  Cut tofu in to 1/2'' cubes.  Carefully fold into sauce and heat an additional 3-4 minutes.  Place potatoes and marinara/tofu sauce in appropriate serving pans and place on line.  

Source:  Management in Food & Nutrition"
34349,3,"Systems DPG"
34351,1,"Cook rice one day prior to service.  Place in mixer bowl.  Add rice.  Mix on #1 speed until blended.  Scale 6.0 lb. per 12x10x2'' pan.  Sprinkle 0.3 lb. cheese over each pan.  Bake uncovered at 325 degrees Fahrenheit for about one hour or until hot.  One"
34351,2,"pan should yield 20 portions.

Source: Management in Food & Nutrition Systems DPG"
34352,1,"Clean and diagonally slice celery.  Clean and slice onions.  In food release sprayed steam jacketed kettle heat oil until bubbly.  Sauté celery and onions for 5 minutes or until tender crisp.  Add carrots and bean sprouts.  Stir fry 2 minutes.  Add"
34352,2,"peanuts, soy sauce, garlic powder an vegetarian base.  Bring to a boil.  Combine water and corn starch.  Stir into vegetable mixture and cook until thickened.  Add green beans to vegetable mixture and stir to combine.  Cook just until heated through,"
34352,3,"stirring gently to prevent beans from breaking up.  Serve immediately.

Source:  Management in Food & Nutrition Systems DPG"
34353,1,"Combine water and salt.  Wash mushrooms, drain thoroughly.  Quarter mushrooms.  Wash parsley.  Set aside.  Wash and slice oranges into 1/4 inch slices.  Set aside.  Peel and thin slice onions.  Place 3 lbs. of water in 12x10x4'' pan.  Add salt, oil and"
34353,2,"rice.  Stir to separate, steam rice uncovered 30 minutes.  Stir to fluff.  Heat margarine in stem jacketed kettle.  Sauté the slices onions until they are soft.  Stir in the whole wheat flour and cook for about two minutes until the flour has browned"
34353,3,"slightly and has coated all of the onion.  Stir in the water, sherry, salt, worcestershire sauce, mustard and nutmeg.  Cook until the mixture is thick.  It will be very thick.  Stir in the mushrooms, and cook over low heat until they are heated through."
34353,4," Add sour cream to mushroom mixture.  Blend.  Serve 6 oz. stroganoff over 3 oz. brown rice.  Garnish with parsley sprig and orange twist.

Source: Management in Food & Nutrition Systems DPG"
34354,1,"Thaw pastry sheets under refrigeration.  Thaw mixed vegetables.  Drain.  Heat oil in food release sprayed steam jacketed kettle until bubbly.  Sauté green peppers and celery in oil for 5 minutes.  Add green onions, mushrooms, and bean sprouts.  Sauté 2"
34354,2,"minutes.  Add water (2 1/2 cups), vegetable base and ginger.  Bring to boil.  Combine water and cornstarch.  Add to vegetables and stir to blend.  Cook until thickened.  Stir in thawed vegetables and tofu.  Remove from heat.  Place pantry sheets on sheet"
34354,3,"tray.  Place a #16 scoop vegetable mixture on pastry sheet.  Fold in half to form a triangle.  Seal by crimping edges with tines of fork.  Bake in 350 degree F for 15 minutes.

Source:  Management in Food & Nutrition Systems DPG
"
34355,1,"Clean and chop onion.  Wash and cut broccoli and cauliflower into flowerettes.  Thin slice celery.  Prepare brown rice according to directions.  Steam carrots 5-7 minutes in 12x20x2 perforated pan.  Heat margarine in steam jacketed kettle.  Sauté the"
34355,2,"cauliflower, onion, celery and mushrooms for 10 minutes.  Stir in the flour and cook for about 2 minutes, until the flour has browned lightly and has coated all of the vegetables.  Stir in the water, sherry, salt, worcestershire sauce and mustard.  Cook"
34355,3,"until the mixture is very thick.  Stir in the mushroom mixture, carrots, broccoli, pimento and pearl onions and cook over low heat until they are heated through.  Add sour cream to mushroom mixture.  Serve the stroganoff over 4 oz. brown rice.

Source:"
34355,4,"Management of Food & Nutrition Systems DPG"
34356,1,"Coarsely chop cauliflower.  Drain thawed vegetables, water chestnuts and mushrooms.  Combine all ingredients.  Scale 2 gallons to a greased pan.  Do not smooth top.  Cover with foil.  Bake at 350 degrees Fahrenheit, 1 hour 45 minutes to 2 hours."
34356,2," Alternative method:  steam 45 minutes to 1 hour 15 minutes.

Source:  Management in Food & Nutrition Systems DPG"
34359,1,"Thaw snow peas and corn in walk- refrigerator overnight.  Steam onions.  Combine rice, salt (1/2 oz), oil (2 tbsp) and water.  Steam for 25 minutes or until done.  Heat oil until bubbly in food released sprayed steam jacketed kettle.  Sauté onions and"
34359,2,"grated ginger root in hot oil for 3 to 4 minutes.  Add peas, corn, mushrooms, carrots, water chestnuts and pimentos to sautéed onion/ginger mixture.  Stir fry vegetable mixture an additional 4 to 5 minutes.  Add garlic powder, salt, and black pepper to"
34359,3,"vegetables.  Stir.  Combine stir fried vegetable, cooked rice and tofu.  Cover with film and steam for 5 minutes or until 160F.

Source:  Management in Food & Nutrition Systems DPG"
34360,1,"Combine soy sauce and cornstarch.  Stir in water, sherry, sugar, ginger, red pepper.  Set aside.  Place tofu in cheesecloth to extract moisture.  Cut into 1/2'' cubes.  Stir fry tofu until golden.  Set aside.  Stir-fry sliced asparagus and onion until"
34360,2,"tender crisp.  Remove from heat.  Stir soy mix, stir in cashews.  Cook until thick and bubbly.  Add tofu and vegetables and cook one minute more.  Stir in orange sections.  Heat through.

Source:  Management in Food & Nutrition Systems DPG
"
34362,1,"Thaw pie shells and tops in refrigerator overnight.  Clean and chop green peppers.  Clean and slice onions thin.  Wash peel, and dice carrots 1/4''.  Slice stuffed green olives.  Chop cashews.  Place tofu, water, cashews, garlic powder, salt, cornstarch,"
34362,2,"and italian seasoning in mixing bowl and beat until smooth using a wire whip.  In food release sprayed steam jacketed kettle, sauce green peppers, onions, carrots and pimentos.  Combine blended tofu mixture and sautéed vegetables.  Add black and green"
34362,3,"olives.  Mix well.  Pour 1.6 pounds into unbaked pie shell.  Cover with pastry top.  Bake at 350 F for 35 minutes.  Cut each pie into 6 servings and serve immediately.

Source:  Management in Food & Nutrition Systems DPG"
34363,1,"Combine water, sugar, and spices (ground white pepper, ginger, garlic powder, salt) and soy sauce in  steam jacketed kettle.  Bring to a simmer.  Blend cornstarch and water to a smooth paste in baker's bowl.  Add slowly to broth, stirring constantly."
34363,2," Cook until thickened and clear.  Drain bamboo shoots, bean sprouts, and water chestnuts.  Rinse well.  Drain.  Add vegetable to broth.  Dice onions in 1/2'' cubes.  Steam celery, onions, and carrots one half minute in Flex Seal.  Drain.  Add to above"
34363,3," mixture.  Drain pimentos and mushrooms.  Add to mixture.  Heat.  Cut broccoli tops into flowerets. Slice broccoli stalks into 1/4'' slices.  Cut green pepper into 1/2'' squares.  Steam broccoli and peppers 1/4 minute in Flex Seal.  Scale 10.2 lbs sauce"
34363,4,"into 12 x 10 x 6'' pan.  Stir 1.15 lbs broccoli and 0.15 lb peppers into each pan.  Cover.  Keep hot.

Source:  Management in Food & Nutrition Systems"
34364,1,"Potatoes, diced 1''.  Eggplant, diced 1''.  Green pepper, cored and diced 1''.  Zucchini, diced 1''.  Onions, diced 1/4''.  Carrots, diced 1/4 ''. Parsley, chopped.  Cheddar cheese, shredded.  Muenster cheese, shredded.  Combine vegetables, cheese,"
34364,2,"parsley, oil, Tabasco, salt and pepper and toss well.  Refrigerate overnight. 

Slice tomatoes on dial #4.  Layer each steamable pan as follows: 1 1/4 lb. tomato slices, 5 lb. marinated vegetables, 8 oz. rice, 5 lb. marinated vegetables, 1 1/4 lb."
34364,3,"tomato slices.

Combine water and vinegar, put 1 cup over each pan.  Cover with foil and bake at 300 degrees Fahrenheit in a convection oven for 2 1/2 hours or until all vegetables are tender.  Uncover. 

Shred Muenster cheese; sprinkle 1 lb. over"
34364,4,"each pan.  Place under broiler until lightly browned.


Source: Management in Food & Nutrition Systems DPG"
34365,1,"Cook white and wild rice separately according to instructions below.  Toast almonds by baking at 325 degrees Fahrenheit for 6-8 minutes, stirring once.  Sauté onion in margarine.  Melt remaining margarine (6.72 oz.).  Add flour, salt, and pepper.  Stir"
34365,2,"until smooth.  Stirring constantly, add milk and broth to flour mixture.  Cook until smooth and thick.  Remove from heat.  Cut tofu into 1/2 inch cubes.  Combine almonds, onions, pimento, parsley, rice and tofu with sauce.  Mix well and pour into 2'' pans"
34365,3,"sprayed with food release.  bake 1 hour at 425 degrees Fahrenheit.  Serve using #8 scoop.

White rice:  Wash rice under warm running water.  Put into 4'' pan which has been sprayed with pan release.  Add salad oil and mix.  Boil water add salt and add"
34365,4,"to above.  Pan (do not cover) and place in steamer for 30-45 minutes.
Wild rice:  Soak wild rice overnight in cold water.  Rinse and drain.  Spray 4'' pans and pan rice.  Boil water and add to rice; stir to mix well.  Steam 40-60 minutes or until tender."
34365,5," The rice's have different cooking lengths.

Source:  Management in Food & Nutrition Systems DPG
"
34366,1,"Clean and chop onions.  Mince garlic fine.  Sauté onion and garlic for 5 minutes in salad oil.  Clean zucchini and slice thinly.  Clean eggplants, peel and cube.  Clean green pepper, cut into 1'' cubes.  Add to onion mixture and cook for 10 minutes.  Stir"
34366,2,"tomatoes and spices.  Reduce  heat and simmer 15 minutes longer.  May be served over hot cooked rice.

Source: Management in Food & Nutrition Systems DPG"
34367,1,"Heat water, salt, worcestershire sauce and pepper to boiling.  Add potatoes, onions, celery and carrots.  Boil until these are tender, about 20 minutes.  Add peas, tomatoes, corn, tomato juice, and margarine.  Do not drain canned vegetables.  Boil for 5"
34367,2,"minutes.  Simmer until ready to serve.  
Source: Management in Food & Nutrition Systems DPG

Note: If using some leftover vegetables, include in amounts stated in recipe.  One No 10 can of canned peas may be substituted for 4 pounds of frozen peas.  "
34368,1,"Mix 1 lb. 14 oz. of salsa with chilies.  Mix 10 oz. of salsa with refried beans.  Lightly oil bottom of 2'' steam table pan.  Cover pan with 1 cup salsa and chilies mixture.  Place a layer of 6 flour tortilla shells on top of mixture.  Spread part of"
34368,2,"refried bean mixture over tortilla shells.  Sprinkle part of cheese over top.  Place 6 flour tortillas over beans and cheese.  Cover with salsa and chilies mixture and more cheese.  Repeat 2 more times.  Bake at 325 degrees Fahrenheit until cheese is"
34368,3,"melted.  Let set for twenty minutes.

Source:  Management in Food & Nutrition Systems DPG"
34369,1,"Sort out beans.  Place beans & water in kettle or pot, and bring to a boil.  Simmer uncovered.  Meanwhile, melt margarine in skillet or sauce pan, add onions, salt, chili powder and garlic powder.  Mix well.  Sauté 3-4 minutes, stirring occasionally.  Add"
34369,2,"onion mixture to simmering beans, mixing well.  Continue simmering, uncovered until beans are tender.  Drain beans, save liquid.  Mash beans in vertical mixer.  Combine reserved liquid with mashed beans, until desired consistency is achieved.  If amount"
34369,3,"of liquid is insufficient, add hot water.  Place 4 lbs. +14 oz. beans in each 2 1/2 inch half pan.  Evenly distribute 6 oz. shredded cheese over beans.  Place uncovered in preheated 325 degree Fahrenheit CONV oven (375 degrees F STD).  Bake until cheese"
34369,4,"melts and beans reach internal temperature of 165 degrees Fahrenheit.  Approximate times CONV oven 3 minutes (STD 4 minutes).

Source: Management in Food & Nutrition Systems DPG"
34370,1,"Rinse and drain beans.  Combine chopped onion, diced green pepper, diced tomatoes, picante sauce and spices in kettle.  Simmer 15 minutes.  Stir in rinsed and drained beans.  Spread approximately 3 pounds of bean mixture in each 2'' full pan.  Top with 6"
34370,2,"tortillas, overlapping them, then sprinkle 1 1/2 cups of grated cheese over tortillas.  Spread approximately 3 pounds of bean mixture over cheese, then layer the remaining tortillas and the remaining 3 pounds of bean mixture into the pan.  Cover with foil"
34370,3,"and bake at 350 degrees Fahrenheit for 30-35 minutes or until hot.  Top with sliced tomatoes and remaining cheese (1 1/2 cups per pan).  Continue baking until cheese is melted.  Cut into 6x4 for service.

Source:  Management in Food & Nutrition Systems"
34370,4,"DPG"
34371,1,"Grind cheese in bowl cutter.  Clean and shred lettuce fine.  Wash and core tomatoes, dice into 1/2'' cubes.  Arrange each of the following dishes: 1 oz. tomato, 1 oz. lettuce, 1/2 oz. cheese.  Cover and refrigerate until serving time.  Drain beans well."
34371,2," Add; mix thoroughly.  Simmer together with beans, sauce and chili powder for 10 minutes, stirring occasionally.  Pour into pans.  Place into shallow insert pans.  Serve:  2 taco shells, 1 #12 scoop bean mix, 1 dish salad.  Have taco sauce available for"
34371,3,"self serve.

Source:  Management in Food & Nutrition Systems DPG"
34372,1,"Combine beans, sauce and seasoning.  Mix well.  Heat mixture, set aside, and keep warm.  Heat picante sauce.  Combine cheeses.  Place a #12 scoop of bean mixture in middle of tortilla.  Fold two sides to center.  Roll tortilla so that ends are tucked"
34372,2,"under the bottom of the burrito.  Place burritos in 2'' full serving pans (18 burritos per pan).  Cover and keep warm.  As needed for service, pour 1 1/2 quarts heated picante sauce over each pan.  Top with 1 lb. of cheese mixture and place in 300 degree"
34372,3,"Fahrenheit oven for 5-10 minutes to melt cheese.  Serve immediately.

Source:  Management in Food & Nutrition Systems DPG"
34380,1,"Sauté the onions and garlic in the oil until the onion is translucent.  Cut zucchini into half-moons about 1/2-inch thick.  Add squash and marjoram and cook on medium heat, stirring often, until the squash is just tender.  If the squash hasn't released"
34380,2,"enough liquid to simmer, add 3/4 cup of water.  This should be juicy.  Add to beans, olives, cumin, lemon juice and seasonings.  Continue cooking until thoroughly heated; add the cubed feta cheese.  Do not overcook the squash.  Adjust the lemon or herbs"
34380,3,"to taste and ladle over rice or cous cous.

Source: Management in Food & Nutrition Systems DPG"
34381,1,"Wash potatoes and slice 1/4 inch thick.  Cover with cold water and set aside.  Trim ends off; leave whole.  Wash and set aside.  Put basil, pine nuts and garlic in chopper.  Chop until minced together.  Slowly add oil and continue to chop 1/2 minute.  Put"
34381,2,"into container and set aside.  In a stock pot with boiling water, cook pasta aldente.  Drain.  While pasta is cooking, steam green beans about 10-12 minutes until done but very firm.  Fold basil mixture, salt and pepper together with pasta and then fold"
34381,3,"in beans and potatoes.  Turn off heat.  Add parmesan cheese and fold together until well blended.  Put 1.5 gal or 11.82# into each sprayed 2'' hotel pan.  Sprinkle 1/3 cup pine nuts over each pan.

Source:  Management in Food & Nutrition Systems DPG"
34382,1,"Wash and thoroughly dry parsley.  Remove stems.  Chop with French knife.  Clean and mince garlic.  Place water, oil and salt in food release sprayed steam jacketed kettle.  Bring to a boil, add fettuccine, breaking into thirds.  Stir, return to boil."
34382,2," Boil 5 minutes.  Combine basil, cheese, oil, water, walnuts, garlic and pepper.  Mix until smooth.  Add to noodles.  Toss.  Spray stainless steel pan with food release.  Scale 5 lbs. per 12x10x2 inch pan.  Top with parsley.

Source:  Management in Food"
34382,3,"& Nutrition Systems DPG"
34386,1,"Bring water, salt and salad oil to boil in steam jacketed kettle.  Add noodles.  Stir.  Return to boil.  Boil 5 minutes.  Shut off heat.  Cover.  Let stand 5 minutes.  Drain.  Melt margarine in steam jacketed kettle.  Sauté onions 5 minutes.  Blend sour"
34386,2,"cream, cottage cheese, garlic powder, pepper and parsley.  Add cottage cheese mixture to onions.  Blend.  Combine cottage cheese mixture and noodles.  Blend.  Melt margarine.  Blend with bread crumbs.  Scale 6 lb. noodle mixture per each food release"
34386,3,"sprayed 12x10x2 pan.  Top with 4 oz. bread crumbs.  Bake at 300 degrees Fahrenheit for 50 minutes or until 160 degrees is reached.

Source:  Management in Food & Nutrition Systems DPG"
34387,1,"Heat peanut oil in wok.  Add green and red pepper to hot oil.  Add chinese cabbage, broccoli, carrots and bean sprouts.  Add hoisin sauce to vegetables.  Prepare white rice.  Serve vegetables with a #8 disher over one cup of white rice.  Garnish with one"
34387,2,"orange slice, one fortune cookie and one set of chop sticks. 

Source: Management in Food & Nutrition Systems"
34394,1,"Prepare according to package directions.  Drain well.  Ina steam kettle, combine milk, vegetables, pepper, tabasco, bay leaves and nutmeg and heat to boiling.  Reduce heat and simmer 10 minutes.  Strain and reserve vegetables.  Reserve liquid.  Remove bay"
34394,2,"leaves.  Melt margarine in steam kettle.  Add flour to make a roux.  Gradually add reserved liquid.  Cook, stirring until thickened.  Add the rotini and reserved vegetables to sauce and mix well.  Remove from heat.  Add the parmesan and romano cheese,"
34394,3,"stir until blended.  Combine cheddar and mozzarella; set aside.  Pan assembly:
Lightly grease steam table pans.  Layer each pan: 10 1/4 lb. pasta layer, 6 lb. cheese layer, 10 1/4 lb. top pasta layer; sprinkle chili powder over top.  Bake at 350 degrees"
34394,4,"Fahrenheit for 40 minutes or until heated through.

Source:  Management in Food & Nutrition Systems DPG"
34395,1,"Heat oil in steam jacketed kettle.  Heat to bubbling.  Add onion and garlic.  Sauté 5 minutes.  Add celery.  Sauté 10 minutes.  Add tomatoes and pasta.  Bring to a boil.  Reduce heat to simmer.  Simmer 1/2 hour.  Thaw carrots under hot water.  Wash"
34395,2,"mushrooms; quarter.  Drain thoroughly.  Wash and slice zucchini into 1/4 inch slices.  Add mushrooms, zucchini, green beans, carrots and seasonings to tomato mixture.  Simmer for 15 minutes.  Serve 10 oz. portions.  Sprinkle with 0.5 oz. parmesan cheese."
34395,3," Serve immediately.

Source:  Management in Food & Nutrition Systems DPG"
34396,1,"Bring water to a boil.  Add linguini.  Cook approximately 10 minutes until done.  Drain and rinse.  Have ready.  Cut broccoli into flowerettes.  Rinse well.  Steam carrots and broccoli about 3 minutes.  Clean onions.  Cut into half inch cubes.  Drain"
34396,2,"mushrooms.  Melt margarine in steam kettle.  Sauté mushrooms, onions and garlic.  Add flour, salt and pepper to sauté.  Cook until mixture is smooth.  Add to vegetable/roux mixture gradually.  Cook over medium heat until sauce is smooth and thickened,"
34396,3,"stirring constantly.  Drain and chop black olives.  Add to sauce along with broccoli and carrots.  Combine yogurt and cheeses in separate container.  Add a small amount of vegetable sauce to cheese mixture, stir until warm.  Add all of cheese mixture to"
34396,4,"vegetable mixture.  Heat thoroughly but DO NOT BOIL!  Mix noodles with sauce.  Pan into 4'' full pans.  Cover with plastic wrap to prevent drying of sauce.  Place in warmer.  Serve.

Source:  Management in Food & Nutrition Systems DPG"
34397,1,"Shred cheese on 3/16'' plate.  Store covered at 35 degrees Fahrenheit.  Do not hand pack cheese.  Bring salted, oiled water to a rolling boil.  Stir while gradually adding macaroni.  Bring back to a soft rolling boil.  Boil macaroni for 6 minutes.  Stir"
34397,2,"occasionally.  Turn off steam.  Run cold water into kettle immediately while draining off the cooking water.  Stir gently so all macaroni cools quickly.  Drain macaroni.  Do not soak.  Melt oleo in steam kettle big enough for total recipe.  Mix flour,"
34397,3,"mustard, pepper and salt together.  Add to melted oleo.  Stir to blend.  Cook this roux slowly for 15 minutes.  Stir while gradually adding cold milk.  Add worcestershire sauce.  Bring to a boil.  Add grated cheese.  Stir gently until melted.  Add cooked"
34397,4,"macaroni.  Stir to blend.  Bring to a boil.  Dish 16 lbs. per greased 12x20x4'' pan.  Mix melted margarine with crumbs.  Cover top of each pan evenly with 4 oz. (1 cup) buttered bread crumbs.  Bake 3/4 hour in preheated 350 degree Fahrenheit oven.  Makes"
34397,5,"50 portions (#8 scoop) per pan.

Source:  Management in Food & Nutrition Systems DPG"
34398,1,"Shred swiss cheese.  Melt margarine in steam kettle; stir in flour until well blended.  Add milk all at once.  Cook until thickened, stirring constantly.  Stir in parmesan cheese, salt, garlic powder, thyme and nutmeg.  Turn off heat.  Stir in mostaccioli"
34398,2,"and thawed broccoli into cheese sauce.  Pour into two sprayed 2'' pans, 6 quarts per pan.  Sprinkle 8 oz. swiss cheese over each pan.  Bake at 375 degrees Fahrenheit for 20-25 minutes or until thoroughly heated.  Serve hot using a #8 scoop.

Source:"
34398,3," Management in Food & Nutrition Systems DPG"
34399,1,"Tofu/Vegetable Mixture:
Clean and course chop onions, zucchini and peppers.  Clean and fine chop garlic.  Wash and slice celery 1/4'' diagonally.  Drain tofu.  Cut into 1/2'' squares.  Combine all ingredients and seasonings.  Cover and refrigerate"
